term,crn,iid
201810,41327,100000230
201810,43530,100000230
201810,17303,100000231
201810,17618,100000231
201810,10102,100000232
201810,10163,100000232
201810,10664,100000232
201810,11268,100000232
201810,11314,100000232
201810,11360,100000232
201810,11406,100000232
201810,11472,100000232
201810,11518,100000232
201810,11564,100000232
201810,11614,100000232
201810,11660,100000232
201810,11706,100000232
201810,11754,100000232
201810,11813,100000232
201810,11873,100000232
201810,11935,100000232
201810,13372,100000232
201810,13379,100000232
201810,13394,100000232
201810,13409,100000232
201810,13425,100000232
201810,13441,100000232
201810,13456,100000232
201810,13471,100000232
201810,13486,100000232
201810,13501,100000232
201810,13525,100000232
201810,13546,100000232
201810,13559,100000232
201810,13578,100000232
201810,24475,100000232
201810,24546,100000232
201810,39788,100000232
201810,23915,100000235
201810,23947,100000235
201810,23949,100000235
201810,23950,100000235
201810,33393,100000236
201810,33479,100000236
201810,33661,100000236
201810,34491,100000238
201810,18767,100000240
201810,18816,100000240
201810,18867,100000240
201810,18953,100000240
201810,19004,100000240
201810,19061,100000240
201810,19112,100000240
201810,19194,100000240
201810,19246,100000240
201810,19297,100000240
201810,21352,100000240
201810,21391,100000240
201810,28324,100000240
201810,28379,100000240
201810,28430,100000240
201810,38040,100000241
201810,38062,100000241
201810,22733,100000242
201810,40616,100000242
201810,40655,100000242
201810,40692,100000242
201810,27764,100000244
201810,17628,100000245
201810,19548,100000246
201810,19590,100000246
201810,19632,100000246
201810,19783,100000246
201810,19835,100000246
201810,19877,100000246
201810,19922,100000246
201810,19938,100000246
201810,19980,100000246
201810,20022,100000246
201810,16690,100000248
201810,16708,100000248
201810,16730,100000248
201810,16761,100000248
201810,16792,100000248
201810,16823,100000248
201810,16868,100000248
201810,16898,100000248
201810,17912,100000248
201810,34634,100000248
201810,34680,100000248
201810,34710,100000248
201810,39355,100000248
201810,39362,100000248
201810,39398,100000248
201810,39430,100000248
201810,39519,100000248
201810,39532,100000248
201810,10860,100000249
201810,10875,100000249
201810,10893,100000249
201810,10913,100000249
201810,10926,100000249
201810,10939,100000249
201810,10952,100000249
201810,10957,100000249
201810,10978,100000249
201810,26162,100000249
201810,26202,100000249
201810,26251,100000249
201810,26332,100000249
201810,26373,100000249
201810,26414,100000249
201810,26460,100000249
201810,26583,100000249
201810,28273,100000249
201810,32797,100000253
201810,32881,100000253
201810,38491,100000253
201810,38558,100000253
201810,38666,100000253
201810,38730,100000253
201810,38793,100000253
201810,38963,100000253
201810,39082,100000253
201810,20461,100000254
201810,18432,100000255
201810,34151,100000255
201810,36927,100000255
201810,37046,100000255
201810,37171,100000255
201810,37261,100000255
201810,37379,100000255
201810,37469,100000255
201810,37589,100000255
201810,37717,100000255
201810,37806,100000255
201810,30761,100000257
201810,22941,100000259
201810,22962,100000259
201810,23006,100000259
201810,23046,100000259
201810,23063,100000259
201810,23080,100000259
201810,23097,100000259
201810,23117,100000259
201810,23134,100000259
201810,23158,100000259
