term,crn,subj_code,course_num,section,max_seats
201801,40776,ABT,299   ,000,0
201801,40777,ABT,299   ,001,99
201801,40778,ABT,299   ,002,99
201801,40779,ABT,299   ,003,99
201801,40780,ABT,299   ,004,99
201801,40781,ABT,299   ,005,99
201801,40782,ABT,299   ,006,99
201801,40783,ABT,299   ,007,99
201801,40784,ABT,299   ,008,99
201801,40785,ABT,299   ,009,99
201801,40786,ABT,299   ,010,99
201801,40787,ABT,299   ,011,99
201801,40788,ABT,299   ,012,99
201801,40789,ABT,299   ,013,99
201801,40790,ABT,299   ,014,99
201801,40791,ABT,299   ,015,99
201801,40792,ABT,299   ,016,99
201801,40793,ABT,299   ,017,99
201801,40794,ABT,299   ,018,99
201801,40795,ABT,299   ,019,99
201801,40796,ABT,299   ,020,99
201801,40797,ABT,299   ,021,99
201801,40798,ABT,299   ,022,99
201801,40799,ABT,299   ,023,99
201801,40800,ABT,299   ,024,99
201801,40801,ABT,299   ,025,99
201801,40802,ABT,299   ,026,99
201801,40803,ABT,299   ,027,99
201801,40804,ABT,299   ,028,99
201801,40805,ACC,203   ,001,55
201801,40806,ACC,213   ,001,45
201801,40807,ACC,251   ,001,55
201801,40808,ACC,261   ,001,25
201801,40809,ACC,261   ,002,25
201801,40810,AED,92    ,000,0
201801,40811,AED,92    ,001,99
201801,40812,AED,92    ,002,99
201801,40813,AED,92    ,003,99
201801,40814,AED,98    ,000,0
201801,40815,AED,98    ,001,24
201801,40816,AED,98    ,002,99
201801,40817,AED,98    ,003,99
201801,40818,AED,99    ,000,0
201801,40819,AED,99    ,001,99
201801,40820,AED,99    ,002,99
201801,40821,AED,99    ,003,99
201801,40822,AED,100   ,001,50
201801,40823,AED,190   ,001,75
201801,40824,AED,192   ,000,0
201801,40825,AED,192   ,001,50
201801,40826,AED,192   ,002,99
201801,40827,AED,192   ,003,99
201801,40828,AED,198   ,000,0
201801,40829,AED,198   ,001,24
201801,40830,AED,198   ,002,99
201801,40831,AED,198   ,003,99
201801,40832,AED,198   ,004,99
201801,40833,AED,199   ,000,0
201801,40834,AED,199   ,001,99
201801,40835,AED,199   ,002,99
201801,40836,AED,199   ,003,99
201801,40837,AED,300   ,001,25
201801,40838,AED,302   ,001,10
201801,40839,AGC,290   ,001,100
201801,40840,AGC,290   ,002,20
201801,40841,AGC,298   ,000,0
201801,40842,AGC,298   ,001,99
201801,40843,AGC,299   ,000,0
201801,40844,AGC,299   ,001,99
201801,40845,AGC,299   ,002,99
201801,40846,AGC,299   ,003,99
201801,40847,AGC,299   ,004,99
201801,40848,AGC,299   ,005,99
201801,40849,AGC,299   ,006,99
201801,40850,AHI,1A    ,001,999
201801,40851,AHI,1A    ,002,999
201801,40852,AHI,1B    ,A01,21
201801,40853,AHI,1B    ,A02,21
201801,40854,AHI,1B    ,A03,21
201801,40855,AHI,1B    ,A04,21
201801,40856,AHI,1B    ,A05,21
201801,40857,AHI,1B    ,A06,16
201801,40858,AHI,1B    ,A07,21
201801,40859,AHI,1B    ,A08,17
201801,40860,AHI,1B    ,A09,21
201801,40862,AHI,98    ,000,0
201801,40863,AHI,98    ,001,99
201801,40864,AHI,98    ,002,99
201801,40865,AHI,98    ,003,99
201801,40866,AHI,98    ,004,99
201801,40867,AHI,98    ,005,99
201801,40868,AHI,98    ,006,99
201801,40869,AHI,98    ,007,99
201801,40870,AHI,98    ,008,99
201801,40871,AHI,98    ,009,99
201801,40872,AHI,99    ,000,0
201801,40873,AHI,99    ,001,99
201801,40874,AHI,99    ,002,99
201801,40875,AHI,99    ,003,99
201801,40876,AHI,99    ,004,99
201801,40877,AHI,99    ,005,99
201801,40878,AHI,99    ,006,99
201801,40879,AHI,99    ,007,99
201801,40880,AHI,99    ,008,99
201801,40881,AHI,99    ,009,99
201801,40884,AHI,163A  ,002,999
201801,40890,AHI,190F  ,001,12
201801,40892,AHI,192   ,000,0
201801,40893,AHI,192   ,001,99
201801,40894,AHI,192   ,002,99
201801,40895,AHI,192   ,003,99
201801,40896,AHI,192   ,004,99
201801,40897,AHI,192   ,005,99
201801,40898,AHI,192   ,006,99
201801,40899,AHI,192   ,007,99
201801,40900,AHI,192   ,008,99
201801,40901,AHI,192   ,009,99
201801,40902,AHI,194H  ,000,0
201801,40903,AHI,194H  ,001,99
201801,40904,AHI,194H  ,002,99
201801,40905,AHI,194H  ,003,99
201801,40906,AHI,194H  ,004,99
201801,40907,AHI,194H  ,005,99
201801,40908,AHI,194H  ,006,99
201801,40909,AHI,194H  ,007,99
201801,40910,AHI,194H  ,008,99
201801,40911,AHI,198   ,000,0
201801,40912,AHI,198   ,001,99
201801,40913,AHI,198   ,002,99
201801,40914,AHI,198   ,003,99
201801,40915,AHI,198   ,004,99
201801,40916,AHI,198   ,005,99
201801,40917,AHI,198   ,006,99
201801,40918,AHI,198   ,007,99
201801,40919,AHI,198   ,008,99
201801,40920,AHI,198   ,009,99
201801,40921,AHI,198   ,010,999
201801,40922,AHI,199   ,000,0
201801,40923,AHI,199   ,001,99
201801,40924,AHI,199   ,002,99
201801,40925,AHI,199   ,003,99
201801,40926,AHI,199   ,004,99
201801,40927,AHI,199   ,005,99
201801,40928,AHI,199   ,006,99
201801,40929,AHI,199   ,007,99
201801,40930,AHI,199   ,008,99
201801,40931,AHI,199   ,009,99
201801,40932,AHI,199   ,010,99
201801,40933,AHI,200B  ,001,15
201801,40934,AHI,200C  ,001,10
201801,40935,AHI,290   ,001,8
201801,40936,AHI,290   ,002,8
201801,40938,AHI,292   ,000,0
201801,40939,AHI,292   ,001,20
201801,40940,AHI,292   ,002,20
201801,40941,AHI,292   ,003,20
201801,40942,AHI,292   ,004,20
201801,40943,AHI,298   ,000,0
201801,40944,AHI,298   ,001,999
201801,40945,AHI,298   ,002,8
201801,40946,AHI,298   ,003,8
201801,40947,AHI,299   ,000,0
201801,40948,AHI,299   ,001,99
201801,40949,AHI,299   ,002,99
201801,40950,AHI,299   ,003,99
201801,40951,AHI,299   ,004,99
201801,40952,AHI,299   ,005,99
201801,40953,AHI,299   ,006,99
201801,40954,AHI,299   ,007,99
201801,40955,AHI,299   ,008,99
201801,40956,AHI,299   ,009,99
201801,40957,AHI,299   ,010,99
